engagement_id,customer_id,campaign_id,product_id,engagement_timestamp,campaign_type,channel,event_type,engagement_score,time_spent_seconds,conversion_flag,unsubscribe_flag
ENG0028388,CUST001169,CMP0025,PROD0136,1/1/2025 2:33,Winback,SMS,Clicked,67,80,0,0
ENG0028389,CUST000860,CMP0004,PROD0083,11/5/2026 9:53,Product Launch,SMS,Sent,0,0,0,0
ENG0028390,CUST001045,CMP0025,PROD0133,8/12/2025 5:36,Winback,SMS,Clicked,76,33,0,0
ENG0028391,CUST000974,CMP0027,PROD0111,13/4/2026 8:43,Abandoned Cart,Paid Social,Impression,17,0,0,0
ENG0028392,CUST001633,CMP0030,PROD0058,15/9/2024 3:16,Product Launch,Push Notification,Sent,0,0,0,0
ENG0028393,CUST001543,CMP0026,PROD0072,29/7/2024 9:13,Product Launch,Push Notification,Clicked,70,178,0,0
ENG0028394,CUST001029,CMP0029,PROD0116,15/8/2025 5:44,Product Launch,Email,Opened,32,2,0,0
ENG0028395,CUST001477,CMP0029,PROD0116,20/12/2025 5:56,Product Launch,Email,Opened,37,79,0,0
ENG0028396,CUST000791,CMP0022,PROD0085,10/10/2025 6:59,Seasonal,Display Ad,Impression,0,0,0,0
ENG0028397,CUST001115,CMP0046,PROD0079,24/7/2024 21:11,Promotion,Display Ad,Impression,1,0,0,0
ENG0028398,CUST000196,CMP0014,PROD0069,25/1/2024 4:08,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0028399,CUST000788,CMP0047,PROD0026,12/2/2024 7:42,Winback,Email,Sent,5,0,0,0
ENG0028400,CUST000983,CMP0001,PROD0088,1/4/2024 1:12,Promotion,Email,Sent,0,0,0,0
ENG0028401,CUST001288,CMP0049,PROD0117,20/1/2024 4:26,Product Launch,Display Ad,Clicked,55,145,0,0
ENG0028402,CUST000763,CMP0004,PROD0084,15/10/2024 0:50,Product Launch,SMS,Sent,0,0,0,0
ENG0028403,CUST001309,CMP0048,PROD0092,21/4/2026 9:10,Product Launch,Push Notification,Sent,0,0,0,0
ENG0028404,CUST000449,CMP0011,PROD0134,15/3/2025 6:43,Abandoned Cart,Paid Social,Clicked,69,65,0,0
ENG0028405,CUST000851,CMP0033,PROD0103,9/3/2026 12:10,Promotion,Email,Sent,0,0,0,0
ENG0028406,CUST001832,CMP0011,PROD0132,30/5/2026 19:54,Abandoned Cart,Paid Social,Clicked,67,130,0,0
ENG0028407,CUST001907,CMP0045,PROD0043,12/6/2026 6:17,Welcome,Push Notification,Clicked,63,2,0,0
ENG0028408,CUST000434,CMP0032,PROD0016,14/4/2026 20:09,Promotion,Push Notification,Sent,0,0,0,0
ENG0028409,CUST000075,CMP0009,PROD0101,6/4/2026 22:02,Seasonal,Email,Clicked,58,160,0,0
ENG0028410,CUST000620,CMP0022,PROD0086,7/1/2025 5:20,Seasonal,Display Ad,Clicked,69,88,0,0
ENG0028411,CUST000569,CMP0028,PROD0036,27/1/2026 3:58,Seasonal,Email,Sent,3,0,0,0
ENG0028412,CUST001189,CMP0015,PROD0119,8/1/2026 0:32,Loyalty,SMS,Converted,100,185,1,0
ENG0028413,CUST001931,CMP0025,PROD0130,24/11/2025 19:54,Winback,SMS,Converted,100,2,1,0
ENG0028414,CUST000800,CMP0026,PROD0078,13/11/2025 12:19,Product Launch,Push Notification,Clicked,61,86,0,0
ENG0028415,CUST000294,CMP0025,PROD0122,25/3/2026 3:06,Winback,SMS,Sent,6,0,0,0
ENG0028416,CUST000012,CMP0018,PROD0169,24/10/2025 19:32,Promotion,Email,Clicked,71,131,0,0
ENG0028417,CUST001277,CMP0034,PROD0076,4/8/2025 3:24,Seasonal,Email,Sent,14,0,0,0
ENG0028418,CUST000397,CMP0047,PROD0038,23/10/2024 15:43,Winback,Email,Opened,49,2,0,0
ENG0028419,CUST001113,CMP0018,PROD0176,7/7/2025 19:51,Promotion,Email,Converted,95,2,1,0
ENG0028420,CUST001677,CMP0022,PROD0100,9/1/2024 0:37,Seasonal,Display Ad,Clicked,65,71,0,0
ENG0028421,CUST000952,CMP0042,PROD0021,30/6/2025 20:44,Seasonal,SMS,Clicked,57,17,0,0
ENG0028422,CUST000133,CMP0043,PROD0059,6/4/2025 12:09,Seasonal,SMS,Sent,0,0,0,0
ENG0028423,CUST000736,CMP0020,PROD0081,31/5/2025 9:45,Welcome,SMS,Converted,96,32,1,0
ENG0028424,CUST000336,CMP0030,PROD0046,31/1/2025 9:21,Product Launch,Push Notification,Opened,40,151,0,0
ENG0028425,CUST001473,CMP0047,PROD0030,22/11/2024 16:31,Winback,Email,Opened,43,152,0,0
ENG0028426,CUST001569,CMP0004,PROD0091,9/3/2026 18:11,Product Launch,SMS,Sent,9,0,0,0
ENG0028427,CUST001294,CMP0020,PROD0086,10/8/2025 5:34,Welcome,SMS,Sent,0,0,0,0
ENG0028428,CUST001259,CMP0050,PROD0032,5/5/2026 8:43,Loyalty,Paid Social,Impression,12,0,0,0
ENG0028429,CUST000019,CMP0023,PROD0030,15/5/2024 21:10,Product Launch,SMS,Clicked,59,39,0,0
ENG0028430,CUST000614,CMP0006,PROD0071,6/5/2025 4:08,Abandoned Cart,Push Notification,Sent,0,0,0,0
ENG0028431,CUST000065,CMP0019,PROD0193,1/5/2024 6:52,Loyalty,Push Notification,Sent,0,0,0,0
ENG0028432,CUST001232,CMP0033,PROD0107,26/8/2025 2:47,Promotion,Email,Unsubscribed,0,160,0,1
ENG0028433,CUST000986,CMP0006,PROD0076,2/4/2025 16:30,Abandoned Cart,Push Notification,Sent,3,0,0,0
ENG0028434,CUST000540,CMP0032,PROD0012,30/1/2025 11:08,Promotion,Push Notification,Sent,9,0,0,0
ENG0028435,CUST001779,CMP0008,PROD0022,12/11/2024 6:19,Product Launch,Paid Social,Impression,1,0,0,0
ENG0028436,CUST001832,CMP0030,PROD0048,7/4/2026 3:47,Product Launch,Push Notification,Sent,15,0,0,0
ENG0028437,CUST000762,CMP0005,PROD0099,26/2/2024 13:03,Abandoned Cart,Display Ad,Clicked,70,65,0,0
ENG0028438,CUST000065,CMP0032,PROD0001,14/12/2024 2:33,Promotion,Push Notification,Sent,12,0,0,0
ENG0028439,CUST001473,CMP0020,PROD0085,18/8/2024 20:46,Welcome,SMS,Clicked,62,171,0,0
ENG0028440,CUST001556,CMP0029,PROD0107,23/10/2025 0:49,Product Launch,Email,Opened,35,84,0,0
ENG0028441,CUST001630,CMP0013,PROD0046,24/7/2025 20:44,Product Launch,SMS,Sent,0,0,0,0
ENG0028442,CUST000174,CMP0005,PROD0081,6/2/2026 9:46,Abandoned Cart,Display Ad,Impression,15,0,0,0
ENG0028443,CUST001688,CMP0047,PROD0028,1/6/2026 13:26,Winback,Email,Clicked,63,10,0,0
ENG0028444,CUST001084,CMP0031,PROD0177,4/1/2024 8:24,Welcome,SMS,Clicked,64,35,0,0
ENG0028445,CUST001639,CMP0049,PROD0101,7/1/2026 23:31,Product Launch,Display Ad,Impression,9,0,0,0
ENG0028446,CUST000653,CMP0045,PROD0054,1/10/2025 1:20,Welcome,Push Notification,Converted,96,103,1,0
ENG0028447,CUST001572,CMP0026,PROD0076,2/6/2024 9:31,Product Launch,Push Notification,Clicked,65,103,0,0
ENG0028448,CUST001126,CMP0031,PROD0168,28/3/2025 14:44,Welcome,SMS,Sent,1,0,0,0
ENG0028449,CUST000636,CMP0002,PROD0002,14/10/2025 7:49,Product Launch,SMS,Sent,8,0,0,0
ENG0028450,CUST000058,CMP0026,PROD0071,16/1/2025 18:58,Product Launch,Push Notification,Sent,0,0,0,0
ENG0028451,CUST001289,CMP0018,PROD0163,22/11/2025 16:44,Promotion,Email,Opened,34,92,0,0
ENG0028452,CUST001783,CMP0024,PROD0159,30/3/2026 12:05,Promotion,SMS,Clicked,58,106,0,0
ENG0028453,CUST001332,CMP0016,PROD0059,7/4/2026 18:35,Loyalty,Push Notification,Sent,0,0,0,0
ENG0028454,CUST001584,CMP0011,PROD0140,8/12/2025 12:46,Abandoned Cart,Paid Social,Clicked,63,161,0,0
ENG0028455,CUST001655,CMP0028,PROD0029,15/1/2025 2:44,Seasonal,Email,Clicked,81,50,0,0
ENG0028456,CUST000301,CMP0017,PROD0162,4/9/2024 4:32,Loyalty,Display Ad,Converted,92,161,1,0
ENG0028457,CUST000524,CMP0018,PROD0163,26/12/2024 16:02,Promotion,Email,Sent,2,0,0,0
ENG0028458,CUST000835,CMP0014,PROD0078,4/9/2025 6:36,Abandoned Cart,Display Ad,Converted,89,192,1,0
ENG0028459,CUST001932,CMP0043,PROD0047,6/3/2026 19:32,Seasonal,SMS,Sent,8,0,0,0
ENG0028460,CUST000598,CMP0026,PROD0067,11/8/2025 20:17,Product Launch,Push Notification,Sent,1,0,0,0
ENG0028461,CUST000414,CMP0034,PROD0065,29/10/2024 11:35,Seasonal,Email,Clicked,62,99,0,0
ENG0028462,CUST000484,CMP0045,PROD0045,11/5/2026 19:56,Welcome,Push Notification,Clicked,60,69,0,0
ENG0028463,CUST001526,CMP0021,PROD0093,31/3/2024 15:43,Winback,Paid Social,Hidden,0,76,0,0
ENG0028464,CUST001984,CMP0043,PROD0045,16/3/2026 3:27,Seasonal,SMS,Clicked,62,131,0,0
ENG0028465,CUST000488,CMP0011,PROD0138,22/12/2025 3:34,Abandoned Cart,Paid Social,Clicked,57,2,0,0
ENG0028466,CUST001340,CMP0026,PROD0077,4/10/2024 10:28,Product Launch,Push Notification,Clicked,54,74,0,0
ENG0028467,CUST000468,CMP0018,PROD0173,22/8/2024 8:35,Promotion,Email,Clicked,67,103,0,0
ENG0028468,CUST000445,CMP0026,PROD0062,19/10/2025 17:03,Product Launch,Push Notification,Sent,14,0,0,0
ENG0028469,CUST000237,CMP0007,PROD0038,17/1/2024 14:08,Promotion,Email,Opened,28,140,0,0
ENG0028470,CUST001461,CMP0024,PROD0151,2/4/2024 22:06,Promotion,SMS,Sent,5,0,0,0
ENG0028471,CUST001144,CMP0017,PROD0179,31/7/2024 1:19,Loyalty,Display Ad,Clicked,67,175,0,0
ENG0028472,CUST000304,CMP0022,PROD0093,21/2/2024 23:17,Seasonal,Display Ad,Impression,2,0,0,0
ENG0028473,CUST000814,CMP0041,PROD0150,30/5/2026 20:46,Seasonal,Paid Social,Impression,11,0,0,0
ENG0028474,CUST001363,CMP0008,PROD0024,28/1/2025 8:48,Product Launch,Paid Social,Clicked,69,39,0,0
ENG0028475,CUST001552,CMP0035,PROD0089,19/9/2025 16:45,Seasonal,Paid Social,Impression,14,0,0,0
ENG0028476,CUST000453,CMP0049,PROD0105,10/2/2026 21:47,Product Launch,Display Ad,Clicked,65,53,0,0
ENG0028477,CUST000471,CMP0044,PROD0195,15/6/2025 18:45,Seasonal,Paid Social,Impression,12,0,0,0
ENG0028478,CUST000595,CMP0039,PROD0124,11/3/2026 6:08,Promotion,SMS,Sent,0,0,0,0
ENG0028479,CUST000412,CMP0004,PROD0096,13/5/2025 11:41,Product Launch,SMS,Sent,1,0,0,0
ENG0028480,CUST000679,CMP0015,PROD0112,9/6/2025 6:25,Loyalty,SMS,Sent,17,0,0,0
ENG0028481,CUST001519,CMP0030,PROD0054,10/9/2024 12:26,Product Launch,Push Notification,Sent,6,0,0,0
ENG0028482,CUST001149,CMP0043,PROD0048,10/1/2026 5:15,Seasonal,SMS,Sent,12,0,0,0
ENG0028483,CUST001310,CMP0017,PROD0164,1/12/2024 9:39,Loyalty,Display Ad,Clicked,62,249,0,0
ENG0028484,CUST001481,CMP0022,PROD0083,8/5/2025 21:48,Seasonal,Display Ad,Impression,12,0,0,0
ENG0028485,CUST000494,CMP0048,PROD0085,30/11/2024 19:53,Product Launch,Push Notification,Clicked,57,181,0,0
ENG0028486,CUST000185,CMP0049,PROD0119,13/1/2025 15:50,Product Launch,Display Ad,Converted,95,97,1,0
ENG0028487,CUST001354,CMP0001,PROD0085,8/7/2024 10:20,Promotion,Email,Opened,27,141,0,0
ENG0028488,CUST000120,CMP0018,PROD0168,22/5/2026 2:41,Promotion,Email,Sent,0,0,0,0
ENG0028489,CUST000870,CMP0045,PROD0049,8/6/2025 13:56,Welcome,Push Notification,Opened,34,95,0,0
ENG0028490,CUST000559,CMP0004,PROD0093,16/4/2026 13:18,Product Launch,SMS,Sent,0,0,0,0
ENG0028491,CUST001567,CMP0042,PROD0024,16/10/2024 6:42,Seasonal,SMS,Clicked,54,107,0,0
ENG0028492,CUST001247,CMP0032,PROD0002,2/2/2026 3:35,Promotion,Push Notification,Opened,47,79,0,0
ENG0028493,CUST000155,CMP0031,PROD0178,14/8/2025 6:18,Welcome,SMS,Sent,8,0,0,0
ENG0028494,CUST000222,CMP0030,PROD0046,15/1/2025 8:10,Product Launch,Push Notification,Sent,20,0,0,0
ENG0028495,CUST000470,CMP0028,PROD0035,23/4/2026 20:01,Seasonal,Email,Sent,3,0,0,0
ENG0028496,CUST000539,CMP0031,PROD0164,26/5/2026 14:40,Welcome,SMS,Sent,6,0,0,0
ENG0028497,CUST001093,CMP0041,PROD0146,8/6/2024 11:53,Seasonal,Paid Social,Impression,0,0,0,0
ENG0028498,CUST001057,CMP0042,PROD0035,3/12/2024 21:11,Seasonal,SMS,Sent,0,0,0,0
ENG0028499,CUST001765,CMP0022,PROD0096,11/5/2026 15:21,Seasonal,Display Ad,Impression,14,0,0,0
ENG0028500,CUST000653,CMP0050,PROD0031,25/3/2026 18:09,Loyalty,Paid Social,Clicked,64,71,0,0
ENG0028501,CUST000652,CMP0038,PROD0103,13/4/2024 8:19,Winback,SMS,Clicked,63,17,0,0
ENG0028502,CUST000274,CMP0007,PROD0029,13/6/2024 6:22,Promotion,Email,Sent,0,0,0,0
ENG0028503,CUST001659,CMP0001,PROD0086,10/10/2024 3:35,Promotion,Email,Sent,6,0,0,0
ENG0028504,CUST001414,CMP0009,PROD0102,6/2/2024 17:03,Seasonal,Email,Unsubscribed,0,188,0,1
ENG0028505,CUST001276,CMP0040,PROD0151,16/8/2025 23:02,Promotion,Push Notification,Sent,7,0,0,0
ENG0028506,CUST000400,CMP0009,PROD0110,9/4/2026 1:01,Seasonal,Email,Clicked,55,19,0,0
ENG0028507,CUST001748,CMP0029,PROD0107,17/9/2025 18:30,Product Launch,Email,Sent,0,0,0,0
ENG0028508,CUST000464,CMP0035,PROD0099,17/12/2025 15:57,Seasonal,Paid Social,Impression,0,0,0,0
ENG0028509,CUST001900,CMP0047,PROD0028,3/12/2024 22:00,Winback,Email,Sent,25,0,0,0
ENG0028510,CUST001756,CMP0039,PROD0140,20/8/2024 20:20,Promotion,SMS,Sent,5,0,0,0
ENG0028511,CUST000895,CMP0005,PROD0087,22/3/2024 1:20,Abandoned Cart,Display Ad,Impression,2,0,0,0
ENG0028512,CUST000254,CMP0030,PROD0042,28/5/2025 14:24,Product Launch,Push Notification,Sent,0,0,0,0
ENG0028513,CUST000152,CMP0038,PROD0112,18/11/2024 14:40,Winback,SMS,Sent,0,0,0,0
ENG0028514,CUST000442,CMP0043,PROD0050,12/10/2025 4:30,Seasonal,SMS,Clicked,59,180,0,0
ENG0028515,CUST001816,CMP0022,PROD0085,10/3/2025 2:57,Seasonal,Display Ad,Clicked,54,9,0,0
ENG0028516,CUST000405,CMP0048,PROD0090,22/6/2025 0:40,Product Launch,Push Notification,Sent,8,0,0,0
ENG0028517,CUST000339,CMP0020,PROD0098,2/6/2024 15:57,Welcome,SMS,Sent,6,0,0,0
ENG0028518,CUST001809,CMP0025,PROD0123,12/5/2024 13:53,Winback,SMS,Converted,100,158,1,0
ENG0028519,CUST001905,CMP0020,PROD0093,29/1/2026 14:40,Welcome,SMS,Converted,95,2,1,0
ENG0028520,CUST000232,CMP0003,PROD0050,24/1/2024 23:44,Promotion,Email,Opened,48,2,0,0
ENG0028521,CUST000924,CMP0005,PROD0096,10/2/2024 16:25,Abandoned Cart,Display Ad,Clicked,60,64,0,0
ENG0028522,CUST002000,CMP0022,PROD0091,26/11/2024 18:52,Seasonal,Display Ad,Impression,0,0,0,0
ENG0028523,CUST001309,CMP0028,PROD0037,6/8/2024 15:16,Seasonal,Email,Clicked,65,112,0,0
ENG0028524,CUST001967,CMP0031,PROD0180,1/12/2024 1:14,Welcome,SMS,Sent,4,0,0,0
ENG0028525,CUST000564,CMP0012,PROD0132,25/9/2025 14:21,Promotion,Paid Social,Clicked,64,3,0,0
ENG0028526,CUST000150,CMP0025,PROD0140,3/3/2025 2:23,Winback,SMS,Sent,2,0,0,0
ENG0028527,CUST001380,CMP0012,PROD0137,6/2/2024 16:59,Promotion,Paid Social,Impression,0,0,0,0
ENG0028528,CUST000394,CMP0043,PROD0041,29/12/2025 18:42,Seasonal,SMS,Sent,5,0,0,0
ENG0028529,CUST000290,CMP0013,PROD0048,17/5/2026 21:53,Product Launch,SMS,Clicked,61,81,0,0
ENG0028530,CUST000401,CMP0020,PROD0084,13/2/2026 2:18,Welcome,SMS,Clicked,65,55,0,0
ENG0028531,CUST000232,CMP0050,PROD0028,20/8/2024 21:43,Loyalty,Paid Social,Clicked,54,30,0,0
ENG0028532,CUST000515,CMP0028,PROD0029,26/1/2026 2:54,Seasonal,Email,Sent,2,0,0,0
ENG0028533,CUST000868,CMP0042,PROD0039,21/3/2025 16:15,Seasonal,SMS,Sent,4,0,0,0
ENG0028534,CUST000530,CMP0002,PROD0003,8/8/2024 4:42,Product Launch,SMS,Sent,16,0,0,0
ENG0028535,CUST001217,CMP0030,PROD0057,20/6/2026 17:24,Product Launch,Push Notification,Opened,34,203,0,0
ENG0028536,CUST000511,CMP0046,PROD0071,27/8/2025 8:20,Promotion,Display Ad,Impression,4,0,0,0
ENG0028537,CUST000756,CMP0019,PROD0193,3/4/2024 17:47,Loyalty,Push Notification,Clicked,60,34,0,0
ENG0028538,CUST001667,CMP0044,PROD0199,19/9/2025 2:43,Seasonal,Paid Social,Impression,9,0,0,0
ENG0028539,CUST001042,CMP0023,PROD0030,4/5/2026 22:21,Product Launch,SMS,Sent,10,0,0,0
ENG0028540,CUST000548,CMP0043,PROD0053,29/4/2024 16:06,Seasonal,SMS,Clicked,58,132,0,0
ENG0028541,CUST000052,CMP0013,PROD0051,8/1/2026 0:09,Product Launch,SMS,Clicked,57,26,0,0
ENG0028542,CUST000113,CMP0005,PROD0094,7/3/2025 10:24,Abandoned Cart,Display Ad,Impression,19,0,0,0
ENG0028543,CUST000051,CMP0001,PROD0090,30/5/2025 11:15,Promotion,Email,Clicked,52,17,0,0
ENG0028544,CUST001508,CMP0034,PROD0073,25/8/2025 11:32,Seasonal,Email,Sent,0,0,0,0
ENG0028545,CUST000011,CMP0041,PROD0156,9/8/2025 7:11,Seasonal,Paid Social,Impression,0,0,0,0
ENG0028546,CUST001332,CMP0050,PROD0039,18/1/2026 7:10,Loyalty,Paid Social,Impression,14,0,0,0
ENG0028547,CUST000987,CMP0021,PROD0095,24/11/2024 9:33,Winback,Paid Social,Impression,5,0,0,0
ENG0028548,CUST001392,CMP0035,PROD0096,12/6/2025 17:24,Seasonal,Paid Social,Clicked,58,55,0,0
ENG0028549,CUST000798,CMP0020,PROD0095,12/8/2025 14:39,Welcome,SMS,Sent,8,0,0,0
ENG0028550,CUST001780,CMP0038,PROD0114,20/11/2024 13:55,Winback,SMS,Sent,5,0,0,0
ENG0028551,CUST001527,CMP0031,PROD0180,30/12/2025 22:22,Welcome,SMS,Sent,0,0,0,0
ENG0028552,CUST000405,CMP0017,PROD0178,29/12/2024 1:52,Loyalty,Display Ad,Clicked,66,158,0,0
ENG0028553,CUST000190,CMP0044,PROD0195,22/9/2025 1:50,Seasonal,Paid Social,Clicked,79,2,0,0
ENG0028554,CUST000077,CMP0012,PROD0140,10/10/2024 0:38,Promotion,Paid Social,Impression,2,0,0,0
ENG0028555,CUST001995,CMP0027,PROD0114,6/12/2024 6:02,Abandoned Cart,Paid Social,Impression,16,0,0,0
ENG0028556,CUST000117,CMP0007,PROD0026,6/11/2025 2:58,Promotion,Email,Clicked,57,76,0,0
ENG0028557,CUST001681,CMP0011,PROD0132,20/2/2026 0:49,Abandoned Cart,Paid Social,Impression,5,0,0,0
ENG0028558,CUST001353,CMP0014,PROD0061,8/1/2025 17:30,Abandoned Cart,Display Ad,Impression,12,0,0,0
ENG0028559,CUST000980,CMP0014,PROD0070,7/7/2025 4:12,Abandoned Cart,Display Ad,Impression,2,0,0,0
ENG0028560,CUST000101,CMP0042,PROD0038,27/6/2025 8:24,Seasonal,SMS,Clicked,50,74,0,0
ENG0028561,CUST001759,CMP0021,PROD0098,5/11/2025 17:17,Winback,Paid Social,Clicked,62,168,0,0
ENG0028562,CUST001420,CMP0008,PROD0022,25/3/2025 2:35,Product Launch,Paid Social,Impression,9,0,0,0
ENG0028563,CUST001181,CMP0003,PROD0060,12/1/2025 7:32,Promotion,Email,Clicked,72,67,0,0
ENG0028564,CUST000879,CMP0015,PROD0113,25/12/2025 8:20,Loyalty,SMS,Clicked,66,44,0,0
ENG0028565,CUST000647,CMP0041,PROD0158,22/8/2024 10:52,Seasonal,Paid Social,Clicked,68,53,0,0
ENG0028566,CUST001114,CMP0042,PROD0022,5/10/2024 1:53,Seasonal,SMS,Converted,97,54,1,0
ENG0028567,CUST001351,CMP0039,PROD0127,10/4/2024 6:02,Promotion,SMS,Sent,13,0,0,0
ENG0028568,CUST001428,CMP0037,PROD0197,1/8/2024 9:29,Product Launch,Email,Sent,0,0,0,0
ENG0028569,CUST001266,CMP0009,PROD0120,10/7/2024 17:17,Seasonal,Email,Sent,22,0,0,0
ENG0028570,CUST001703,CMP0049,PROD0101,6/12/2025 15:37,Product Launch,Display Ad,Impression,6,0,0,0
ENG0028571,CUST000436,CMP0034,PROD0074,8/5/2026 11:11,Seasonal,Email,Opened,45,2,0,0
ENG0028572,CUST001887,CMP0037,PROD0185,12/11/2025 6:47,Product Launch,Email,Sent,18,0,0,0
ENG0028573,CUST000293,CMP0045,PROD0055,19/12/2024 17:57,Welcome,Push Notification,Opened,33,56,0,0
ENG0028574,CUST001288,CMP0036,PROD0169,18/11/2024 13:29,Product Launch,Push Notification,Sent,0,0,0,0
ENG0028575,CUST000864,CMP0020,PROD0087,6/4/2025 8:46,Welcome,SMS,Opted out,1,78,0,1
ENG0028576,CUST000457,CMP0022,PROD0092,18/5/2026 10:19,Seasonal,Display Ad,Impression,0,0,0,0
ENG0028577,CUST000026,CMP0014,PROD0070,3/2/2024 21:00,Abandoned Cart,Display Ad,Impression,7,0,0,0
ENG0028578,CUST001450,CMP0025,PROD0136,1/1/2026 1:34,Winback,SMS,Sent,1,0,0,0
ENG0028579,CUST001662,CMP0018,PROD0172,4/4/2025 19:24,Promotion,Email,Sent,0,0,0,0
ENG0028580,CUST000445,CMP0021,PROD0092,24/6/2025 9:41,Winback,Paid Social,Clicked,55,32,0,0
ENG0028581,CUST000368,CMP0037,PROD0186,10/4/2026 8:18,Product Launch,Email,Converted,98,59,1,0
ENG0028582,CUST000823,CMP0021,PROD0092,13/9/2025 4:32,Winback,Paid Social,Impression,6,0,0,0
ENG0028583,CUST001724,CMP0042,PROD0029,29/6/2025 16:01,Seasonal,SMS,Sent,0,0,0,0
ENG0028584,CUST000359,CMP0009,PROD0115,29/12/2024 13:17,Seasonal,Email,Opened,35,39,0,0
ENG0028585,CUST001287,CMP0011,PROD0137,12/6/2025 19:00,Abandoned Cart,Paid Social,Impression,16,0,0,0
ENG0028586,CUST000461,CMP0018,PROD0180,5/8/2025 8:32,Promotion,Email,Sent,0,0,0,0
ENG0028587,CUST000833,CMP0039,PROD0122,30/8/2025 10:10,Promotion,SMS,Converted,100,161,1,0
ENG0028588,CUST001809,CMP0005,PROD0087,18/3/2024 5:19,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0028589,CUST000832,CMP0018,PROD0172,5/5/2026 20:29,Promotion,Email,Opened,32,75,0,0
ENG0028590,CUST001930,CMP0018,PROD0162,8/1/2026 0:45,Promotion,Email,Opened,42,69,0,0
ENG0028591,CUST001227,CMP0028,PROD0036,28/7/2024 22:30,Seasonal,Email,Clicked,68,73,0,0
ENG0028592,CUST000820,CMP0002,PROD0014,11/2/2026 21:43,Product Launch,SMS,Clicked,52,65,0,0
ENG0028593,CUST000977,CMP0046,PROD0080,22/5/2025 2:41,Promotion,Display Ad,Impression,4,0,0,0
ENG0028594,CUST000728,CMP0034,PROD0072,4/5/2025 23:07,Seasonal,Email,Sent,8,0,0,0
ENG0028595,CUST001198,CMP0025,PROD0128,9/4/2026 23:22,Winback,SMS,Converted,100,32,1,0
ENG0028596,CUST000059,CMP0024,PROD0157,17/1/2026 7:57,Promotion,SMS,Sent,9,0,0,0
ENG0028597,CUST001595,CMP0049,PROD0102,21/11/2024 6:42,Product Launch,Display Ad,Impression,9,0,0,0
ENG0028598,CUST001463,CMP0015,PROD0114,27/5/2024 13:19,Loyalty,SMS,Clicked,59,165,0,0
ENG0028599,CUST001008,CMP0015,PROD0120,15/3/2025 10:06,Loyalty,SMS,Sent,3,0,0,0
ENG0028600,CUST001577,CMP0026,PROD0074,27/9/2025 1:27,Product Launch,Push Notification,Sent,11,0,0,0
ENG0028601,CUST001977,CMP0001,PROD0087,3/12/2025 20:52,Promotion,Email,Sent,15,0,0,0
ENG0028602,CUST000549,CMP0037,PROD0189,17/4/2025 13:17,Product Launch,Email,Sent,0,0,0,0
ENG0028603,CUST001814,CMP0005,PROD0086,25/1/2024 1:03,Abandoned Cart,Display Ad,Impression,9,0,0,0
ENG0028604,CUST000925,CMP0044,PROD0194,22/3/2024 10:26,Seasonal,Paid Social,Impression,17,0,0,0
ENG0028605,CUST000518,CMP0034,PROD0073,17/5/2024 21:43,Seasonal,Email,Sent,9,0,0,0
ENG0028606,CUST000569,CMP0040,PROD0155,28/12/2025 16:13,Promotion,Push Notification,Disabled,0,91,0,1
ENG0028607,CUST001059,CMP0009,PROD0108,9/5/2025 6:52,Seasonal,Email,Opened,33,55,0,0
ENG0028608,CUST000206,CMP0006,PROD0072,12/6/2024 13:39,Abandoned Cart,Push Notification,Sent,13,0,0,0
ENG0028609,CUST001686,CMP0037,PROD0198,14/3/2025 17:52,Product Launch,Email,Opened,52,2,0,0
ENG0028610,CUST000333,CMP0014,PROD0070,16/9/2024 5:33,Abandoned Cart,Display Ad,Clicked,56,131,0,0
ENG0028611,CUST001847,CMP0038,PROD0112,16/2/2026 17:53,Winback,SMS,Sent,15,0,0,0
ENG0028612,CUST000417,CMP0023,PROD0037,21/9/2025 20:33,Product Launch,SMS,Sent,0,0,0,0
ENG0028613,CUST001181,CMP0040,PROD0159,17/1/2025 8:30,Promotion,Push Notification,Clicked,68,88,0,0
ENG0028614,CUST000908,CMP0013,PROD0051,8/3/2024 13:41,Product Launch,SMS,Converted,98,30,1,0
ENG0028615,CUST000624,CMP0022,PROD0098,29/1/2026 19:03,Seasonal,Display Ad,Impression,24,0,0,0
ENG0028616,CUST001088,CMP0020,PROD0082,18/1/2024 19:51,Welcome,SMS,Clicked,71,16,0,0
ENG0028617,CUST000101,CMP0004,PROD0091,17/2/2024 4:30,Product Launch,SMS,Sent,6,0,0,0
ENG0028618,CUST001160,CMP0032,PROD0019,7/11/2025 4:44,Promotion,Push Notification,Converted,99,40,1,0
ENG0028619,CUST001622,CMP0044,PROD0194,28/8/2025 9:28,Seasonal,Paid Social,Converted,85,91,1,0
ENG0028620,CUST000865,CMP0002,PROD0015,23/2/2025 8:11,Product Launch,SMS,Clicked,60,2,0,0
ENG0028621,CUST000722,CMP0025,PROD0129,19/5/2024 15:47,Winback,SMS,Clicked,58,11,0,0
ENG0028622,CUST000908,CMP0011,PROD0137,29/3/2025 3:43,Abandoned Cart,Paid Social,Impression,0,0,0,0
ENG0028623,CUST000643,CMP0007,PROD0023,9/6/2026 1:37,Promotion,Email,Clicked,57,40,0,0
